,TIME,Latitude,Longitude,bracelet_ACC_X,bracelet_ACC_Y,bracelet_ACC_Z,bracelet_GYRO_X,bracelet_GYRO_Y,bracelet_GYRO_Z,collar_ACC_X,collar_ACC_Y,collar_ACC_Z,collar_GYRO_X,collar_GYRO_Y,collar_GYRO_Z,collar_MAG_X,collar_MAG_Y,collar_MAG_Z,activity
0,1534395958,0.29517333349999997,36.905231665,1.56466674825,-0.8749389647499999,-0.7523803712500001,3.1498091602500002,-6.44274809175,-1.5133587787499998,8.772486583333333,-3.886741583333334,-2.3912275,-0.00012499999999999946,0.0006930833333333333,0.00017041666666666667,-12.425000166666665,-18.991666833333333,-62.34166716666667,Unknown
1,1534395959,0.29517333349999997,36.905231665,1.563751220625,-0.8727416993749999,-0.752929687625,3.1545801527500004,-6.399809160125001,-1.637404580375,8.806783833333332,-3.8887355000000006,-2.3904297499999996,0.0004772500000000002,0.0026930833333333334,0.00117025,-10.950000083333334,-14.783333583333333,-63.19166691666667,Unknown
2,1534395960,0.29517333349999997,36.905231665,1.5648803711250003,-0.873992919875,-0.754455566625,3.0505725191249997,-6.368320610625,-1.669847328375,8.82712275,-3.823730666666666,-2.3720849166666667,0.0022384166666666668,-0.0010340833333333337,0.0006364166666666666,-9.066667,-13.283333666666666,-65.82500291666668,Unknown
3,1534395961,0.29517333349999997,36.905231665,1.5639953613125002,-0.8744354248125,-0.7540740968749999,3.086354961875,-6.37547709925,-1.6187977099375,8.723633125,-3.942773541666666,-2.545963416666667,0.002869125,0.0011760416666666668,-0.0008180833333333334,-10.46250025,-15.079167083333331,-64.3791685,Unknown
4,1534395962,0.29517333349999997,36.905231665,1.5631103515000002,-0.87487792975,-0.753692627125,3.1221374046250006,-6.3826335878750005,-1.5677480915,8.6201435,-4.061816416666666,-2.7198419166666667,0.003499833333333334,0.003386166666666667,-0.0022725833333333335,-11.858333499999999,-16.8750005,-62.933334083333335,Unknown
5,1534395963,0.29517333349999997,36.905231665,1.562622070375,-0.8746032715000001,-0.7537231446250001,3.0925572517499997,-6.3377862595000005,-1.5639312977500002,9.150153833333333,-2.33699025,-2.086142583333333,-0.004170083333333329,0.04071308333333332,-0.02980458333333334,-11.908333583333336,-20.933333583333333,-89.02500099999999,Unknown
6,1534395964,0.29518000025,36.9052358325,1.565093994125,-0.8730468751249999,-0.7488403322500001,3.1278625955,-6.389312977124999,-1.619274809125,9.79820975,-1.46281225,-0.41036899999999993,0.07047208333333334,0.011805916666666668,-0.031531750000000004,-5.983333333333333,-46.84166725,-62.27500175000001,Unknown
7,1534395965,0.295186667,36.90524,1.5634460449999998,-0.87133789075,-0.7504882815000001,3.108778626125,-6.4704198472500005,-1.541984732875,10.395219166666667,-0.8666006666666667,-0.0885345,0.04676941666666667,-0.06683599999999999,0.009715250000000003,-3.9166666666666665,-43.53333375,-51.85833366666666,Unknown
8,1534395966,0.29518916650000004,36.905244165,1.5652160645,-0.87362670925,-0.75280761725,3.0763358778749996,-6.422709923625002,-1.572519083875,10.471789666666666,-0.20378883333333334,-0.35334025,0.08440308333333334,0.05700724999999998,-0.02036216666666667,-1.5499999999999996,-29.725000499999997,-43.508334083333345,Unknown
9,1534395967,0.29519208325,36.9052462475,1.5632934570625,-0.8745880128125001,-0.7530822754375,3.0939885495625,-6.391698473250001,-1.6025763358749998,10.201400666666666,-0.1653042083333333,0.2275175416666666,0.039059625,0.032793208333333324,-0.011379875000000001,-2.7125,-24.470833791666664,-41.17083404166667,Unknown
10,1534395968,0.295195,36.90524833,1.5613708496249998,-0.8755493163750001,-0.7533569336249999,3.1116412212499998,-6.360687022875,-1.6326335878749998,9.931011666666667,-0.12681958333333332,0.8083753333333332,-0.006283833333333333,0.008579166666666667,-0.002397583333333333,-3.875,-19.216667083333334,-38.833334,Unknown
