TIMESTAM,Latitude,Longitude
1534396142,0.2954,36.905565
1534396146,0.295403333,36.90555667
1534396150,0.295403333,36.90554667
1534396151,0.295403333,36.90554333
1534396160,0.295405,36.90551
1534396161,0.295403333,36.90550833
1534396162,0.295403333,36.905505
1534396163,0.295403333,36.90550667
1534396168,0.295405,36.90553333
1534396184,0.291463333,36.897265
1534396185,0.291485,36.897275
1534396187,0.291638333,36.89735667
1534396191,0.291678333,36.89744667
1534396193,0.291706667,36.89755333
1534396194,0.29172,36.89757667
1534396197,0.291758333,36.89770167
1534396198,0.29177,36.897725
1534396205,0.291895,36.89790667
1534396206,0.291913333,36.89792333
1534396207,0.291931667,36.89794833
1534396208,0.29195,36.89796667
1534396209,0.291978333,36.89799
1534396210,0.292001667,36.89799833
1534396214,0.292195,36.89797667
1534396215,0.292251667,36.89798
1534396219,0.292496667,36.89800333
1534396223,0.292728333,36.897945
1534396226,0.292871667,36.89788667
1534396227,0.29293,36.89787
1534396228,0.29299,36.89786
1534396229,0.293045,36.89786667
1534396232,0.293188333,36.89787833
1534396235,0.293313333,36.89787667
1534396236,0.293358333,36.89787833
1534396237,0.293393333,36.897905
1534396238,0.293423333,36.89794333
1534396239,0.293458333,36.89798167
1534396245,0.293716667,36.89809667
1534396246,0.293766667,36.89810833
1534396249,0.293925,36.89815333
1534396250,0.293978333,36.898175
1534396251,0.294035,36.898195
1534396252,0.294091667,36.89821667
1534396253,0.294143333,36.89823667
1534396256,0.294253333,36.898285
1534396257,0.294285,36.89829833
1534396258,0.294316667,36.89831833
1534396259,0.294346667,36.89833667
1534396260,0.294376667,36.89836167
1534396263,0.29447,36.89844667
1534396264,0.294501667,36.89847667
1534396266,0.294563333,36.89854333
1534396267,0.294601667,36.89857667
1534396268,0.29464,36.89862
1534396269,0.294683333,36.89867
1534396271,0.294758333,36.89877167
1534396272,0.29479,36.89881
1534396273,0.294816667,36.89883667
1534396274,0.294836667,36.89885667
1534396277,0.294891667,36.898905
1534396278,0.294901667,36.89891167
1534396281,0.294948333,36.89893833
1534396282,0.294975,36.89895
1534396285,0.295076667,36.89901
1534396287,0.295158333,36.89906833
1534396288,0.295196667,36.89910167
1534396289,0.295235,36.89913833
1534396290,0.29527,36.89917833
1534396293,0.295338333,36.89932
1534396294,0.295345,36.89937
1534396295,0.295343333,36.89942
1534396296,0.295336667,36.89947333
1534396298,0.2953,36.89956167
1534396299,0.295278333,36.899595
1534396301,0.295235,36.89965167
1534396302,0.29521,36.89968
1534396305,0.295113333,36.89979167
1534396306,0.295078333,36.89983667
1534396308,0.295006667,36.89994333
1534396309,0.294971667,36.9
1534396310,0.294928333,36.90005667
1534396311,0.294888333,36.90011167
1534396314,0.29473,36.900245
1534396315,0.294675,36.90027667
1534396319,0.294395,36.90034167
1534396320,0.294325,36.90034667
1534396322,0.294205,36.90036
1534396323,0.29416,36.90037333
1534396325,0.29409,36.90041167
1534396326,0.294058333,36.90044
1534396327,0.294026667,36.90047333
1534396329,0.293975,36.90054
1534396330,0.293963333,36.90057833
1534396333,0.293988333,36.900685
1534396334,0.294018333,36.90072333
1534396335,0.29404,36.900755
1534396336,0.294068333,36.90078
1534396337,0.294105,36.90079833
1534396338,0.294155,36.90082167
1534396339,0.2942,36.90083833
1534396340,0.294243333,36.900855
1534396341,0.294286667,36.90087333
1534396342,0.294325,36.90089333
1534396343,0.294361667,36.90091333
1534396344,0.294401667,36.90093
1534396345,0.29445,36.90094833
1534396347,0.294543333,36.90097833
1534396348,0.294591667,36.90099167
1534396350,0.294693333,36.90102333
1534396351,0.294745,36.901035
1534396353,0.294838333,36.90107
1534396354,0.294885,36.90109333
1534396355,0.294938333,36.90111667
1534396356,0.294988333,36.90114167
1534396357,0.295048333,36.90116667
1534396358,0.29511,36.90118833
1534396359,0.295168333,36.90121333
1534396360,0.295225,36.901235
1534396361,0.295278333,36.901255
1534396362,0.295326667,36.90127167
1534396363,0.295366667,36.90129
1534396364,0.2954,36.9013
1534396365,0.295423333,36.90131
1534396366,0.295448333,36.90131667
1534396367,0.295478333,36.901325
1534396368,0.295508333,36.90133333
1534396369,0.295533333,36.90134333
1534396370,0.295548333,36.90134667
1534396371,0.295558333,36.90135
1534396372,0.295565,36.90135167
1534396373,0.295571667,36.90135167
1534396375,0.295581667,36.90135333
1534396376,0.295591667,36.901355
1534396377,0.29561,36.90136333
1534396378,0.295626667,36.90137
1534396379,0.29564,36.90137833
1534396380,0.295651667,36.90138167
1534396382,0.295661667,36.901385
1534396383,0.29566,36.90138333
1534396384,0.295663333,36.90138
1534396386,0.295681667,36.90138333
1534396387,0.2957,36.90139167
1534396390,0.295775,36.90142667
1534396391,0.2958,36.90143333
1534396392,0.295823333,36.90144
1534396393,0.295845,36.901445
1534396396,0.295923333,36.901475
1534396397,0.295953333,36.90148667
1534396398,0.295985,36.90150167
1534396399,0.296015,36.90151833
1534396401,0.296085,36.90154833
1534396402,0.296126667,36.901565
1534396403,0.296166667,36.90159
1534396404,0.296213333,36.90162333
1534396405,0.29626,36.90166167
1534396406,0.296308333,36.90170833
1534396408,0.296391667,36.90183333
1534396413,0.2966,36.90220667
1534396414,0.296646667,36.90227667
1534396417,0.296765,36.90248167
1534396418,0.296805,36.90255
1534396419,0.29684,36.90261833
1534396420,0.296876667,36.902685
1534396421,0.296915,36.90275333
1534396424,0.297035,36.90296167
1534396425,0.297078333,36.90302833
1534396426,0.297126667,36.90309333
1534396428,0.297221667,36.90320667
1534396431,0.297373333,36.90338833
1534396432,0.29742,36.90345167
1534396434,0.297513333,36.90356833
1534396435,0.297558333,36.903615
1534396438,0.297678333,36.903715
1534396439,0.297715,36.90374667
1534396440,0.297745,36.90377333
1534396441,0.297775,36.90380333
1534396444,0.297805,36.90390667
1534396445,0.297811667,36.90394667
1534396446,0.297815,36.90399167
1534396447,0.29782,36.90404333
1534396449,0.297845,36.90415167
1534396450,0.297863333,36.90422333
1534396452,0.297925,36.90433833
1534396453,0.29798,36.90442
1534396454,0.29803,36.90448667
1534396455,0.298083333,36.904555
1534396457,0.298198333,36.90469667
1534396458,0.298258333,36.90477
1534396459,0.298321667,36.90484333
1534396460,0.298386667,36.90491833
1534396461,0.298451667,36.90499667
1534396462,0.298511667,36.90506833
1534396463,0.298578333,36.905135
1534396464,0.298641667,36.9052
1534396466,0.298765,36.90532667
1534396467,0.298826667,36.90539
1534396470,0.299015,36.90558833
1534396471,0.29908,36.90565833
1534396473,0.299213333,36.90580167
1534396474,0.299281667,36.90586833
1534396476,0.299441667,36.90599333
1534396477,0.299526667,36.90605667
1534396478,0.299616667,36.90611833
1534396479,0.299706667,36.90617833
1534396480,0.299793333,36.906225
1534396481,0.299876667,36.90626167
1534396484,0.300106667,36.906315
1534396485,0.300168333,36.90633333
1534396486,0.300226667,36.90635
1534396487,0.300285,36.90636333
1534396489,0.30038,36.90639
1534396490,0.300418333,36.906395
1534396496,0.300626667,36.90640833
1534396497,0.30066,36.90641667
1534396499,0.300728333,36.90643833
1534396500,0.300763333,36.906455
1534396501,0.300801667,36.90647167
1534396502,0.300843333,36.90648667
1534396505,0.30098,36.90650667
1534396506,0.301033333,36.90651333
1534396507,0.301086667,36.90652
1534396508,0.301136667,36.90652
1534396510,0.30123,36.90651667
1534396511,0.301276667,36.90651333
1534396512,0.30132,36.906525
1534396513,0.301365,36.90652833
1534396518,0.301551667,36.90653833
1534396520,0.301653333,36.90654167
1534396521,0.3017,36.90654
1534396522,0.301748333,36.90653833
1534396523,0.301798333,36.90653833
1534396525,0.3019,36.90654833
1534396526,0.301951667,36.90655167
1534396528,0.302065,36.90655
1534396529,0.302103333,36.90654333
1534396530,0.302148333,36.90654167
1534396531,0.302195,36.90654
1534396532,0.302238333,36.90653833
1534396534,0.302323333,36.90653333
1534396535,0.302363333,36.90652333
1534396538,0.3025,36.90647333
1534396539,0.302553333,36.906455
1534396541,0.302663333,36.906415
1534396542,0.302716667,36.90639833
1534396543,0.302766667,36.90638667
1534396544,0.302813333,36.90637
1534396547,0.302896667,36.90630333
1534396548,0.302916667,36.90628333
1534396549,0.302935,36.906265
1534396550,0.302961667,36.90625333
1534396551,0.302983333,36.90622833
1534396552,0.303005,36.90622
1534396553,0.303023333,36.90621667
1534396554,0.303038333,36.90621167
1534396555,0.303051667,36.90621667
1534396557,0.303061667,36.90621167
1534396559,0.303065,36.90621167
1534396560,0.303065,36.90621
1534396562,0.303065,36.90620667
1534396563,0.303066667,36.90620667
1534396564,0.30307,36.906205
1534396565,0.303073333,36.90620333
1534396568,0.303091667,36.9062
1534396569,0.303098333,36.90620333
1534396570,0.303096667,36.90621
1534396571,0.303096667,36.90621333
1534396574,0.303113333,36.90620667
1534396575,0.303125,36.906215
1534396576,0.303135,36.90622
1534396577,0.303145,36.90622833
1534396581,0.303161667,36.90624167
1534396582,0.303165,36.90623833
1534396583,0.30316,36.90624667
1534396584,0.303156667,36.90625167
1534396585,0.303151667,36.90624833
1534396586,0.303146667,36.90624833
1534396589,0.303128333,36.906245
1534396590,0.303123333,36.90624333
1534396591,0.303121667,36.90624167
1534396592,0.30312,36.90624
1534396595,0.30312,36.90623667
1534396596,0.30312,36.906235
1534396598,0.303118333,36.90623333
1534396599,0.303118333,36.90623167
1534396600,0.30312,36.90623167
1534396602,0.303121667,36.906235
1534396603,0.303123333,36.906235
1534396604,0.303125,36.906235
1534396605,0.303128333,36.90623833
1534396608,0.303141667,36.906245
1534396609,0.303148333,36.90624667
1534396610,0.303156667,36.90624833
1534396611,0.30316,36.90625
1534396612,0.303173333,36.906245
1534396613,0.303178333,36.90624333
1534396616,0.303176667,36.90623833
1534396617,0.30318,36.906245
1534396618,0.303181667,36.90624667
1534396620,0.303171667,36.90625
1534396621,0.303165,36.90625
1534396622,0.303161667,36.90625167
1534396625,0.30315,36.90626
1534396626,0.303146667,36.90626667
1534396627,0.303146667,36.90626833
1534396628,0.303141667,36.90627333
1534396629,0.303136667,36.90627167
1534396630,0.303135,36.90627
1534396631,0.30313,36.906265
1534396632,0.303131667,36.90626
1534396634,0.30313,36.90625667
1534396635,0.303131667,36.90625667
1534396636,0.303135,36.90626
1534396637,0.303135,36.90625333
1534396638,0.303138333,36.906255
1534396639,0.303145,36.90625667
1534396640,0.303158333,36.906255
1534396642,0.303193333,36.90626
1534396644,0.303281667,36.90628833
1534396646,0.303386667,36.90631667
1534396647,0.303446667,36.90632667
1534396650,0.303591667,36.90633333
1534396651,0.303636667,36.90633167
1534396652,0.303688333,36.906325
1534396653,0.303746667,36.90632167
1534396656,0.303898333,36.90635167
1534396657,0.303941667,36.90636833
1534396658,0.303978333,36.906385
1534396659,0.304013333,36.90640333
1534396660,0.304043333,36.90642167
1534396661,0.304063333,36.90644
1534396663,0.3041,36.90646833
1534396664,0.304113333,36.90647833
1534396667,0.304146667,36.906505
1534396669,0.304158333,36.906505
1534396670,0.304155,36.90650167
1534396671,0.304151667,36.90649833
1534396672,0.30415,36.90649667
1534396673,0.30415,36.90649833
1534396674,0.304146667,36.90650167
1534396676,0.304141667,36.906505
1534396677,0.30414,36.90650667
1534396679,0.304136667,36.90651
1534396680,0.304133333,36.90651167
1534396681,0.304133333,36.906515
1534396682,0.304131667,36.906515
1534396684,0.304133333,36.90651667
1534396685,0.304133333,36.90651667
1534396688,0.304138333,36.906515
1534396689,0.304138333,36.90651667
1534396690,0.304138333,36.90651833
1534396692,0.304135,36.90652
1534396693,0.304131667,36.90652
1534396694,0.304131667,36.90651833
1534396695,0.30413,36.90651833
1534396698,0.30413,36.90652333
1534396699,0.304131667,36.90652333
1534396701,0.304133333,36.90652
1534396702,0.304136667,36.90652
1534396704,0.304141667,36.90652
1534396705,0.304143333,36.90652
1534396707,0.304141667,36.90652
1534396709,0.304138333,36.90651833
1534396710,0.304135,36.90651833
1534396711,0.304133333,36.90651667
1534396712,0.30413,36.906515
1534396714,0.304126667,36.90650667
1534396715,0.304125,36.90650333
1534396716,0.30412,36.90650333
1534396717,0.304116667,36.9065
1534396718,0.304116667,36.90649667
1534396719,0.304116667,36.906495
1534396720,0.304118333,36.90649667
1534396721,0.30412,36.90649667
1534396722,0.304123333,36.90649667
1534396723,0.304123333,36.90649833
1534396724,0.304125,36.90649833
1534396725,0.304125,36.9065
1534396726,0.304126667,36.9065
1534396727,0.304128333,36.90650167
1534396728,0.30413,36.9065
1534396729,0.30413,36.9065
1534396730,0.304131667,36.9065
1534396731,0.304131667,36.90650167
1534396732,0.304133333,36.90650167
1534396733,0.304135,36.9065
1534396734,0.304135,36.9065
1534396735,0.304136667,36.9065
1534396736,0.304138333,36.90650167
1534396737,0.30414,36.90650167
1534396740,0.304141667,36.90649833
1534396741,0.30414,36.90649833
1534396742,0.30414,36.90649667
1534396743,0.304138333,36.906495
1534396744,0.30414,36.906495
1534396745,0.304146667,36.906495
1534396746,0.304153333,36.90650167
1534396747,0.304178333,36.906515
1534396749,0.304233333,36.90654833
1534396750,0.304271667,36.90657833
1534396751,0.304316667,36.90661333
1534396752,0.304361667,36.90665
1534396753,0.304408333,36.90668333
1534396755,0.304498333,36.90674167
1534396756,0.304545,36.90676833
1534396759,0.304673333,36.90681167
1534396760,0.304715,36.90682167
1534396761,0.304753333,36.90683167
1534396762,0.30479,36.90684167
1534396763,0.304828333,36.90685
1534396764,0.304868333,36.90686333
1534396765,0.304908333,36.906875
1534396766,0.304948333,36.90688667
1534396767,0.304988333,36.90689667
1534396768,0.305026667,36.90690833
1534396769,0.305066667,36.90691667
1534396770,0.3051,36.906925
1534396772,0.305165,36.906945
1534396773,0.305196667,36.90695833
1534396776,0.30529,36.90702667
1534396777,0.305325,36.90704833
1534396778,0.30536,36.90706833
1534396779,0.3054,36.90709
1534396780,0.305446667,36.90711167
1534396781,0.305493333,36.90713333
1534396782,0.305543333,36.90714833
1534396783,0.305595,36.90717333
1534396786,0.305773333,36.90722833
1534396787,0.305843333,36.90724
1534396788,0.305918333,36.90724833
1534396789,0.305995,36.90725333
1534396793,0.306333333,36.90730333
1534396794,0.306421667,36.907325
1534396795,0.30651,36.907345
1534396796,0.306598333,36.90736833
1534396797,0.306688333,36.90738667
1534396798,0.306778333,36.90740667
1534396801,0.30705,36.907465
1534396802,0.30714,36.90748167
1534396803,0.30723,36.90749667
1534396804,0.30732,36.90751333
1534396807,0.307605,36.90756
1534396808,0.307703333,36.90757
1534396810,0.307908333,36.90757833
1534396811,0.308003333,36.90758333
1534396812,0.308088333,36.90759333
1534396814,0.308228333,36.90761
1534396815,0.308291667,36.90762
1534396816,0.30835,36.907625
1534396817,0.308408333,36.907625
1534396818,0.30846,36.907625
1534396820,0.308575,36.90763333
1534396821,0.308633333,36.90763833
1534396822,0.308688333,36.90764333
1534396823,0.30875,36.90764667
1534396824,0.308816667,36.90765167
1534396825,0.308878333,36.90765333
1534396827,0.309005,36.90764667
1534396828,0.309071667,36.90764333
1534396830,0.309215,36.907635
1534396831,0.309286667,36.90763167
1534396832,0.309355,36.90763
1534396833,0.309418333,36.90762833
1534396835,0.309536667,36.90759667
1534396836,0.309595,36.90758333
1534396837,0.309651667,36.90757
1534396839,0.309783333,36.90754333
1534396840,0.309856667,36.90753667
1534396843,0.3101,36.90752
1534396844,0.310183333,36.907515
1534396845,0.310266667,36.90751
1534396846,0.310346667,36.90750667
1534396849,0.310551667,36.90749667
1534396850,0.310605,36.90749333
1534396852,0.310693333,36.90747667
1534396853,0.310735,36.90747
1534396856,0.310866667,36.90742833
1534396857,0.310918333,36.90741833
1534396860,0.311076667,36.907395
1534396861,0.311138333,36.90739
1534396864,0.311318333,36.90739667
1534396865,0.311378333,36.90739833
1534396866,0.311431667,36.90740167
1534396867,0.311481667,36.907405
1534396870,0.311611667,36.90741
1534396871,0.311641667,36.90741333
1534396872,0.311661667,36.90741667
1534396873,0.311675,36.90742
1534396874,0.311685,36.90742667
1534396875,0.311691667,36.90743
1534396877,0.311688333,36.90743
1534396878,0.311686667,36.90743333
1534396881,0.31169,36.90744
1534396882,0.311688333,36.90744
1534396885,0.311691667,36.90743833
1534396886,0.311695,36.90743667
1534396887,0.311695,36.90743667
1534396888,0.311695,36.90743667
1534396891,0.311691667,36.90743667
1534396892,0.311696667,36.90743667
1534396893,0.311715,36.90744333
1534396894,0.311738333,36.90745333
1534396895,0.311763333,36.90746
1534396896,0.311793333,36.907465
1534396898,0.311861667,36.90747333
1534396899,0.3119,36.907475
1534396900,0.311941667,36.90747667
1534396901,0.311981667,36.90747167
1534396902,0.312035,36.90746667
1534396903,0.312088333,36.907465
1534396906,0.312273333,36.90746167
1534396907,0.312341667,36.907465
1534396910,0.312528333,36.90747167
1534396911,0.312586667,36.90747667
1534396912,0.312646667,36.90748167
1534396913,0.312708333,36.90749167
1534396914,0.31278,36.90750333
1534396915,0.312848333,36.90751333
1534396916,0.312926667,36.90752833
1534396917,0.313005,36.907545
1534396919,0.313165,36.907575
1534396920,0.313248333,36.90758167
1534396923,0.313505,36.90757833
1534396924,0.313591667,36.90757167
1534396927,0.31384,36.90753333
1534396928,0.313921667,36.90752
1534396929,0.314003333,36.90750833
1534396931,0.314173333,36.90751333
1534396932,0.314258333,36.90752
1534396933,0.314345,36.907525
1534396934,0.314435,36.90752167
1534396936,0.314623333,36.907515
1534396937,0.314723333,36.90751167
1534396938,0.314823333,36.90751
1534396939,0.314925,36.90750667
1534396940,0.315028333,36.9075
1534396941,0.315133333,36.90749333
1534396942,0.31524,36.90748333
1534396944,0.315453333,36.907475
1534396945,0.315563333,36.90747167
1534396948,0.31588,36.90748667
1534396949,0.31599,36.90749167
1534396952,0.316313333,36.90751
1534396953,0.316425,36.907515
1534396954,0.316538333,36.90752
1534396955,0.316651667,36.90752667
1534396958,0.316996667,36.907545
1534396959,0.317111667,36.90754833
1534396960,0.317221667,36.90755333
1534396962,0.317435,36.90756167
1534396963,0.317541667,36.90756833
1534396965,0.317735,36.90759667
1534396966,0.31783,36.90761833
1534396967,0.317921667,36.90764167
1534396968,0.318006667,36.90767833
1534396969,0.318083333,36.907705
1534396970,0.318156667,36.90772833
1534396971,0.318221667,36.907745
1534396973,0.318316667,36.907775
1534396974,0.318341667,36.90778667
1534396975,0.318356667,36.90779167
1534396976,0.31836,36.90779167
1534396979,0.318365,36.90777667
1534396980,0.318371667,36.90777167
1534396983,0.318383333,36.90776667
1534396984,0.31839,36.90777167
1534396986,0.318401667,36.90779167
1534396987,0.31841,36.90779667
1534396990,0.31843,36.90781
1534396991,0.318431667,36.9078
1534396994,0.318423333,36.90780333
1534396995,0.318425,36.90780833
1534396996,0.318426667,36.90781
1534396997,0.318435,36.90780833
1534397000,0.318491667,36.90776
1534397001,0.31852,36.90774333
1534397002,0.318551667,36.90773
1534397003,0.318585,36.90771833
1534397004,0.318623333,36.90771
1534397005,0.318661667,36.90770667
1534397007,0.318733333,36.907695
1534397008,0.318765,36.90769
1534397009,0.318791667,36.90769
1534397010,0.318818333,36.90768833
1534397011,0.318851667,36.90768833
1534397012,0.318896667,36.90768833
1534397015,0.319045,36.90767667
1534397016,0.319095,36.90766833
1534397017,0.319141667,36.90766333
1534397021,0.31936,36.907635
1534397022,0.31942,36.90762333
1534397023,0.319485,36.90761
1534397024,0.31955,36.90759
1534397025,0.319611667,36.907565
1534397026,0.319673333,36.90754167
1534397028,0.319798333,36.90749667
1534397029,0.319858333,36.90747333
1534397032,0.320045,36.90741333
1534397033,0.320108333,36.90740167
1534397036,0.32033,36.90736667
1534397037,0.320403333,36.90736167
1534397038,0.320465,36.90735667
1534397039,0.320516667,36.90735167
1534397040,0.32056,36.90734667
1534397041,0.320603333,36.90734333
1534397042,0.32065,36.90733833
1534397043,0.320701667,36.90733333
1534397044,0.320756667,36.90732833
1534397045,0.320818333,36.90732333
1534397046,0.32088,36.90731667
1534397047,0.32095,36.90730833
1534397049,0.321098333,36.907295
1534397050,0.321175,36.907285
1534397051,0.321255,36.90727667
1534397052,0.321333333,36.90726833
1534397053,0.32142,36.90726167
1534397054,0.321503333,36.907255
1534397057,0.32175,36.90724667
1534397058,0.321833333,36.907245
1534397059,0.321915,36.90724167
1534397060,0.321996667,36.90723833
1534397061,0.322075,36.90723167
1534397062,0.322146667,36.90722333
1534397063,0.322213333,36.90720833
1534397064,0.322276667,36.90719333
1534397065,0.322333333,36.90716833
1534397066,0.322383333,36.90714
1534397067,0.322435,36.90710667
1534397068,0.322485,36.90706167
1534397070,0.322576667,36.90697333
1534397071,0.322621667,36.90692833
1534397072,0.322666667,36.906885
1534397073,0.322705,36.90684667
1534397074,0.322758333,36.90682667
1534397075,0.322813333,36.906815
1534397078,0.322971667,36.90682
1534397079,0.32303,36.90683333
1534397082,0.323226667,36.90691667
1534397083,0.323293333,36.90694
1534397084,0.323358333,36.90695833
1534397085,0.32343,36.90697167
1534397088,0.323626667,36.906975
1534397089,0.323691667,36.90696667
1534397092,0.323885,36.906955
1534397093,0.323951667,36.90696
1534397095,0.324073333,36.90698
1534397096,0.324126667,36.90699
1534397099,0.324285,36.907035
1534397100,0.324333333,36.90705
1534397103,0.32445,36.90706667
1534397104,0.32449,36.907065
1534397105,0.324528333,36.90706
1534397106,0.324565,36.90705333
1534397108,0.32463,36.90704
1534397109,0.324668333,36.907045
1534397110,0.324708333,36.907055
1534397113,0.324846667,36.90710167
1534397114,0.324901667,36.907115
1534397116,0.32502,36.90713833
1534397117,0.325083333,36.907145
1534397118,0.325148333,36.90714833
1534397119,0.32522,36.90714833
1534397120,0.32529,36.90714333
1534397121,0.325363333,36.90713167
1534397122,0.325436667,36.90712
1534397123,0.325513333,36.90710833
1534397124,0.32559,36.90710333
1534397125,0.325668333,36.90710167
1534397126,0.325745,36.9071
1534397127,0.325831667,36.9071
1534397129,0.326005,36.90710333
1534397130,0.326095,36.90710167
1534397131,0.326186667,36.90710167
1534397132,0.32628,36.90710167
1534397133,0.326378333,36.90710167
1534397134,0.32648,36.9071
1534397137,0.326786667,36.90708667
1534397138,0.326895,36.90708667
1534397141,0.327226667,36.90708667
1534397142,0.327335,36.907085
1534397147,0.327883333,36.90706
1534397148,0.327988333,36.90705
1534397151,0.328285,36.90704
1534397152,0.328376667,36.90703667
1534397153,0.328458333,36.90703167
1534397154,0.32853,36.90702333
1534397155,0.328596667,36.90700667
1534397156,0.328661667,36.90698333
1534397158,0.328778333,36.90694167
1534397159,0.32883,36.906925
1534397162,0.328973333,36.90691833
1534397163,0.329018333,36.90691667
1534397166,0.329145,36.90688167
1534397167,0.329188333,36.90685167
1534397168,0.329235,36.90681
1534397169,0.329281667,36.906765
1534397172,0.329455,36.90664833
1534397173,0.329523333,36.90661333
1534397174,0.329595,36.90658333
1534397175,0.329671667,36.90655167
1534397176,0.329751667,36.90652
1534397177,0.329836667,36.90649
1534397179,0.33001,36.90643333
1534397180,0.330106667,36.90640667
1534397181,0.330206667,36.90637667
1534397183,0.33042,36.90633167
1534397184,0.330523333,36.90630667
1534397187,0.330825,36.906235
1534397188,0.330923333,36.90620833
1534397189,0.331013333,36.90619
1534397190,0.331106667,36.90617333
1534397193,0.331385,36.90613
1534397194,0.331478333,36.90612167
1534397195,0.331573333,36.90611667
1534397196,0.331663333,36.90611167
1534397197,0.331746667,36.90611
1534397198,0.331815,36.90610833
1534397200,0.331951667,36.90610167
1534397202,0.332081667,36.90609
1534397203,0.332136667,36.906085
1534397204,0.332193333,36.90608167
1534397205,0.332251667,36.90608333
1534397208,0.332395,36.9061
1534397209,0.332426667,36.90610667
1534397212,0.332473333,36.90611833
1534397213,0.332493333,36.90612333
1534397214,0.332513333,36.90612833
1534397215,0.332523333,36.90613333
1534397216,0.332531667,36.906135
1534397217,0.332545,36.906135
1534397218,0.332558333,36.906135
1534397219,0.332568333,36.906135
1534397221,0.33258,36.90613833
1534397222,0.332588333,36.90614
1534397225,0.332616667,36.90615
1534397226,0.332631667,36.90615167
1534397227,0.332651667,36.90615333
1534397228,0.332675,36.90615333
1534397229,0.332698333,36.90615667
1534397230,0.332725,36.90616
1534397233,0.332813333,36.90616667
1534397234,0.332843333,36.90616833
1534397235,0.332876667,36.90617167
1534397236,0.332911667,36.906175
1534397238,0.332996667,36.90618167
1534397239,0.33305,36.90618833
1534397240,0.33311,36.90619667
1534397243,0.333306667,36.90623333
1534397244,0.333383333,36.90625
1534397246,0.333563333,36.90628667
1534397247,0.333658333,36.90630833
1534397250,0.33393,36.90637
1534397251,0.334016667,36.90639
1534397254,0.33426,36.90644167
1534397255,0.334335,36.90645833
1534397256,0.334408333,36.906475
1534397257,0.33448,36.90648833
1534397260,0.334693333,36.90651833
1534397261,0.334766667,36.90654
1534397262,0.33484,36.90656667
1534397264,0.334986667,36.90663333
1534397265,0.33506,36.90667333
1534397267,0.335215,36.906755
1534397268,0.335293333,36.90679333
1534397271,0.335531667,36.90692167
1534397272,0.335616667,36.90697167
1534397273,0.335701667,36.90702
1534397275,0.33586,36.90711833
1534397276,0.335935,36.907175
1534397277,0.336006667,36.907225
1534397278,0.336076667,36.907275
