TIME,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z
1534395965,1.563232422,-0.870117188,-0.750976563,2.79389313,-6.27480916,-1.595419847
1534395965,1.561523438,-0.875,-0.756835938,3.083969466,-6.717557252,-1.465648855
1534395965,1.561767578,-0.871826172,-0.739746094,3.27480916,-6.633587786,-1.603053435
1534395965,1.565673828,-0.868652344,-0.749511719,3.251908397,-6.740458015,-1.404580153
1534395965,1.568603516,-0.869628906,-0.752685547,3.038167939,-6.282442748,-1.473282443
1534395965,1.5625,-0.874755859,-0.748535156,3.229007634,-6.320610687,-1.580152672
1534395966,1.569091797,-0.867919922,-0.75,3.007633588,-6.259541985,-1.694656489
1534395966,1.56640625,-0.874023438,-0.750244141,3,-6.496183206,-1.34351145
1534395966,1.569091797,-0.871582031,-0.749267578,3.076335878,-6.396946565,-1.625954198
1534395966,1.564208984,-0.878173828,-0.752441406,2.93129771,-6.465648855,-1.755725191
1534395966,1.565917969,-0.877929688,-0.755615234,3,-6.625954198,-1.503816794
1534395966,1.562255859,-0.872070313,-0.761962891,3.213740458,-6.419847328,-1.396946565
1534395966,1.559570313,-0.874023438,-0.750244141,3.351145038,-6.450381679,-1.625954198
1534395966,1.565185547,-0.873291016,-0.752685547,3.030534351,-6.267175573,-1.633587786
1534395968,1.556884766,-0.871337891,-0.751953125,3.076335878,-6.076335878,-1.65648855
1534395968,1.5625,-0.87109375,-0.75390625,2.977099237,-6.488549618,-1.854961832
1534395968,1.55859375,-0.875488281,-0.75390625,3.099236641,-6.312977099,-1.679389313
1534395968,1.560546875,-0.873291016,-0.756591797,3.450381679,-6.305343511,-1.717557252
1534395968,1.561767578,-0.880126953,-0.749267578,3.022900763,-6.366412214,-1.496183206
1534395968,1.561767578,-0.882568359,-0.758300781,3.114503817,-6.328244275,-1.572519084
1534395968,1.563964844,-0.876708984,-0.750244141,3.061068702,-6.358778626,-1.511450382
1534395968,1.564941406,-0.873779297,-0.752685547,3.091603053,-6.648854962,-1.572519084
1534395969,1.559326172,-0.874511719,-0.754394531,3.389312977,-6.213740458,-1.58778626
1534395969,1.5625,-0.874755859,-0.749267578,2.885496183,-6.526717557,-1.34351145
1534395969,1.561767578,-0.869628906,-0.754394531,2.916030534,-6.396946565,-1.473282443
1534395969,1.568359375,-0.876220703,-0.752441406,3,-6.290076336,-1.580152672
1534395969,1.563232422,-0.875488281,-0.759765625,3.259541985,-6.465648855,-1.534351145
1534395969,1.560791016,-0.880859375,-0.753662109,2.938931298,-6.320610687,-1.496183206
1534395969,1.560791016,-0.879150391,-0.750244141,3.251908397,-6.312977099,-1.603053435
1534395969,1.563476563,-0.871337891,-0.747070313,3.061068702,-6.335877863,-1.664122137
1534395971,1.555419922,-0.872802734,-0.757324219,3.099236641,-6.190839695,-1.694656489
1534395971,1.563232422,-0.872314453,-0.761474609,2.908396947,-6.580152672,-1.832061069
1534395971,1.563476563,-0.876464844,-0.755615234,2.93129771,-6.557251908,-1.732824427
1534395971,1.563476563,-0.87890625,-0.747070313,3.167938931,-6.458015267,-1.679389313
1534395971,1.562255859,-0.869873047,-0.742675781,2.961832061,-6.465648855,-1.442748092
1534395971,1.564453125,-0.874511719,-0.75,2.977099237,-6.580152672,-1.358778626
1534395971,1.563720703,-0.868164063,-0.748535156,2.946564885,-6.534351145,-1.702290076
1534395971,1.560058594,-0.87890625,-0.760009766,2.938931298,-6.320610687,-1.488549618
1534395972,1.565185547,-0.880615234,-0.750244141,3.076335878,-6.358778626,-1.648854962
1534395972,1.567626953,-0.87109375,-0.750732422,3.022900763,-6.648854962,-1.709923664
1534395972,1.560791016,-0.871337891,-0.745849609,3.022900763,-6.503816794,-1.732824427
1534395972,1.564208984,-0.875,-0.747314453,2.79389313,-6.351145038,-1.847328244
1534395972,1.563720703,-0.875,-0.754882813,3.198473282,-6.366412214,-1.618320611
1534395972,1.555908203,-0.874755859,-0.747070313,3.160305344,-6.419847328,-1.541984733
1534395972,1.564697266,-0.87109375,-0.749267578,3.221374046,-6.503816794,-1.435114504
1534395972,1.562988281,-0.875976563,-0.755371094,3.213740458,-6.305343511,-1.557251908
1534395974,1.556152344,-0.875976563,-0.758056641,3.06870229,-6.374045802,-1.763358779
1534395974,1.561767578,-0.874755859,-0.758056641,3.320610687,-6.488549618,-1.79389313
1534395974,1.569091797,-0.875488281,-0.748535156,3.198473282,-6.519083969,-1.473282443
1534395974,1.562988281,-0.875976563,-0.749511719,3.007633588,-6.297709924,-1.702290076
1534395974,1.565429688,-0.877197266,-0.755371094,2.93129771,-6.419847328,-1.564885496
1534395974,1.562011719,-0.868652344,-0.755859375,3.381679389,-6.305343511,-1.442748092
1534395974,1.5625,-0.873046875,-0.749755859,3.122137405,-6.282442748,-1.702290076
1534395974,1.565917969,-0.874267578,-0.7578125,3.099236641,-6.427480916,-1.511450382
1534395975,1.568115234,-0.872558594,-0.753662109,3.160305344,-6.34351145,-1.893129771
1534395975,1.563964844,-0.873046875,-0.748779297,3.312977099,-6.442748092,-1.511450382
1534395975,,,,,,
1534395975,,,,,,
1534395975,,,,,,
1534395975,1.565185547,-0.873779297,-0.753173828,2.984732824,-6.335877863,-1.786259542
1534395975,,,,,,
1534395975,1.567382813,-0.875976563,-0.750244141,3.007633588,-6.72519084,-1.778625954
1534395976,,,,,,
1534395976,,,,,,
1534395976,,,,,,
1534395976,1.566894531,-0.875976563,-0.750244141,2.916030534,-6.396946565,-1.664122137
1534395976,,,,,,
1534395976,1.565185547,-0.872070313,-0.752197266,2.908396947,-6.557251908,-1.458015267
1534395976,1.563964844,-0.879150391,-0.743164063,3.190839695,-6.435114504,-1.442748092
1534395976,1.55859375,-0.873291016,-0.751464844,2.984732824,-6.572519084,-1.564885496
1534395978,1.564453125,-0.875976563,-0.7578125,3.099236641,-6.351145038,-1.419847328
1534395978,1.565673828,-0.874023438,-0.756835938,3.038167939,-6.229007634,-1.526717557
1534395978,1.563964844,-0.875488281,-0.75,3.221374046,-6.351145038,-1.549618321
1534395978,1.560791016,-0.867675781,-0.751708984,2.992366412,-6.549618321,-1.58778626
1534395978,1.564941406,-0.872802734,-0.755859375,3.282442748,-6.549618321,-1.435114504
1534395978,1.563232422,-0.873291016,-0.752685547,3.152671756,-6.419847328,-1.488549618
1534395978,1.561279297,-0.877929688,-0.755615234,3.015267176,-6.20610687,-1.72519084
1534395978,1.564208984,-0.866455078,-0.742675781,2.908396947,-6.34351145,-1.79389313
1534395980,1.562255859,-0.876708984,-0.753662109,3.145038168,-6.496183206,-1.312977099
1534395980,1.567138672,-0.875,-0.759033203,3,-6.267175573,-1.58778626
1534395980,1.563476563,-0.877441406,-0.749511719,2.916030534,-6.488549618,-1.908396947
1534395980,1.568847656,-0.868652344,-0.750732422,3.389312977,-6.236641221,-1.65648855
1534395980,1.567382813,-0.874023438,-0.755371094,3.236641221,-6.312977099,-1.702290076
1534395980,1.564697266,-0.873291016,-0.752197266,3.038167939,-6.328244275,-1.671755725
1534395980,1.560546875,-0.875976563,-0.751220703,3,-6.442748092,-1.58778626
1534395980,1.565429688,-0.874023438,-0.75,2.839694656,-6.335877863,-1.770992366
1534395981,1.563232422,-0.874023438,-0.759277344,3.183206107,-6.236641221,-1.694656489
1534395981,1.570068359,-0.872070313,-0.756347656,3.030534351,-6.374045802,-1.404580153
1534395981,1.562988281,-0.87109375,-0.755126953,2.93129771,-6.442748092,-1.633587786
1534395981,1.563476563,-0.874267578,-0.752685547,2.954198473,-6.58778626,-1.595419847
1534395981,1.560546875,-0.869140625,-0.760742188,3.259541985,-6.198473282,-1.885496183
1534395981,1.560302734,-0.870849609,-0.75390625,3.389312977,-6.480916031,-1.770992366
1534395981,1.5625,-0.869384766,-0.750976563,3.20610687,-6.351145038,-1.832061069
1534395981,1.566894531,-0.877441406,-0.754394531,3.030534351,-6.312977099,-1.480916031
1534395982,1.566162109,-0.872314453,-0.751464844,3.030534351,-6.41221374,-1.389312977
1534395982,1.559814453,-0.880371094,-0.760009766,3.267175573,-6.351145038,-1.595419847
1534395982,1.571533203,-0.873046875,-0.736328125,2.946564885,-6.419847328,-1.709923664
1534395982,1.5625,-0.873291016,-0.74609375,2.809160305,-6.496183206,-1.86259542
1534395982,1.562988281,-0.873535156,-0.752929688,2.992366412,-6.511450382,-1.625954198
1534395982,1.556640625,-0.870605469,-0.74609375,2.93129771,-6.435114504,-1.694656489
1534395982,1.563232422,-0.879394531,-0.758544922,2.923664122,-6.541984733,-1.770992366
1534395982,1.565429688,-0.872802734,-0.75390625,3.06870229,-6.236641221,-1.267175573
1534395983,1.5625,-0.873779297,-0.745361328,2.954198473,-6.503816794,-1.832061069
1534395983,1.557128906,-0.873291016,-0.744873047,3.053435115,-6.282442748,-1.625954198
1534395983,1.562255859,-0.869628906,-0.738525391,3.114503817,-6.381679389,-1.366412214
1534395983,1.561279297,-0.873046875,-0.748779297,3.061068702,-6.450381679,-1.664122137
1534395983,1.563476563,-0.874023438,-0.748046875,3.290076336,-6.312977099,-1.694656489
1534395983,1.567871094,-0.87890625,-0.746337891,3,-6.27480916,-1.916030534
1534395983,1.569824219,-0.874023438,-0.751220703,3.221374046,-6.358778626,-1.65648855
1534395983,1.56640625,-0.876220703,-0.750976563,3.06870229,-6.526717557,-1.72519084
1534395984,1.558349609,-0.880371094,-0.749511719,3.083969466,-6.335877863,-1.519083969
1534395984,1.565185547,-0.872802734,-0.750488281,3.06870229,-6.229007634,-1.534351145
1534395984,1.561035156,-0.873535156,-0.748535156,3.229007634,-6.374045802,-1.511450382
1534395984,1.562011719,-0.874755859,-0.753173828,2.900763359,-6.236641221,-1.58778626
1534395984,1.565917969,-0.870849609,-0.756591797,3.022900763,-6.244274809,-1.687022901
1534395984,1.562988281,-0.875732422,-0.752929688,3.152671756,-6.427480916,-1.473282443
1534395984,1.566162109,-0.873779297,-0.750976563,2.954198473,-6.27480916,-1.709923664
1534395984,1.559814453,-0.874511719,-0.758300781,3.259541985,-6.175572519,-1.564885496
1534395986,1.562744141,-0.869140625,-0.754394531,3.305343511,-6.320610687,-1.549618321
1534395986,,,,,,
1534395986,1.566650391,-0.870117188,-0.750244141,3.259541985,-6.221374046,-1.549618321
1534395986,1.568603516,-0.875732422,-0.748046875,3.076335878,-6.259541985,-1.618320611
1534395986,,,,,,
1534395986,,,,,,
1534395986,1.559814453,-0.878662109,-0.752197266,3.213740458,-6.27480916,-1.664122137
1534395986,,,,,,
1534395987,1.554199219,-0.877929688,-0.760253906,3.20610687,-6.458015267,-1.305343511
1534395987,,,,,,
1534395987,1.561279297,-0.870117188,-0.752441406,3.236641221,-6.335877863,-1.786259542
1534395987,,,,,,
1534395987,,,,,,
1534395987,1.557617188,-0.875732422,-0.744140625,3.106870229,-6.213740458,-1.610687023
1534395987,,,,,,
1534395987,1.559814453,-0.877441406,-0.757080078,2.923664122,-6.404580153,-1.870229008
1534395988,1.565185547,-0.877197266,-0.752685547,3.038167939,-6.312977099,-1.610687023
1534395988,1.560302734,-0.875488281,-0.755371094,3.038167939,-6.221374046,-1.488549618
1534395988,1.559326172,-0.873291016,-0.745361328,3.114503817,-6.259541985,-1.541984733
1534395988,1.56640625,-0.871826172,-0.766357422,3.061068702,-6.190839695,-1.72519084
1534395988,1.562011719,-0.872802734,-0.750976563,3.366412214,-6.183206107,-1.503816794
1534395988,1.564941406,-0.874023438,-0.755371094,3.114503817,-6.503816794,-1.610687023
1534395988,1.567382813,-0.867431641,-0.741210938,2.938931298,-6.267175573,-1.58778626
1534395988,1.563232422,-0.874755859,-0.753662109,3.030534351,-6.435114504,-1.534351145
1534395989,1.566894531,-0.874511719,-0.752441406,3.022900763,-6.496183206,-1.65648855
1534395989,1.572509766,-0.876464844,-0.759033203,2.709923664,-6.244274809,-1.671755725
1534395989,1.561523438,-0.872070313,-0.756347656,3.267175573,-6.358778626,-1.427480916
1534395989,1.560302734,-0.871582031,-0.758056641,3.13740458,-6.213740458,-1.717557252
1534395989,1.55859375,-0.868652344,-0.754394531,3,-6.496183206,-1.641221374
1534395989,1.5625,-0.873535156,-0.746582031,3.099236641,-6.34351145,-1.534351145
1534395989,1.561035156,-0.879150391,-0.750732422,2.954198473,-6.27480916,-1.557251908
1534395989,1.560058594,-0.873535156,-0.760498047,3.015267176,-6.541984733,-1.832061069
1534395990,1.567382813,-0.873779297,-0.7578125,3.015267176,-6.358778626,-1.213740458
1534395990,1.569824219,-0.874267578,-0.756347656,3.061068702,-6.442748092,-1.519083969
1534395990,1.561523438,-0.872558594,-0.747070313,3.091603053,-6.396946565,-1.786259542
1534395990,1.566894531,-0.873046875,-0.758544922,3.145038168,-6.526717557,-1.65648855
1534395990,1.562255859,-0.870849609,-0.751464844,2.984732824,-6.290076336,-1.549618321
1534395990,1.567626953,-0.875,-0.751464844,3.160305344,-6.496183206,-1.877862595
1534395990,1.562744141,-0.87109375,-0.757568359,3.267175573,-6.511450382,-1.801526718
1534395990,1.56640625,-0.873779297,-0.755371094,3.442748092,-6.083969466,-1.72519084
1534395992,1.568359375,-0.875976563,-0.750732422,3.122137405,-6.374045802,-1.595419847
1534395992,1.555908203,-0.876708984,-0.758056641,2.786259542,-6.244274809,-1.610687023
1534395992,1.565429688,-0.875488281,-0.754394531,3.312977099,-6.763358779,-1.419847328
1534395992,1.565185547,-0.872070313,-0.753173828,3.045801527,-6.221374046,-1.450381679
1534395992,1.564697266,-0.869140625,-0.758056641,3.091603053,-6.282442748,-1.610687023
1534395992,1.563720703,-0.870849609,-0.749023438,3.022900763,-6.267175573,-1.58778626
1534395992,1.567382813,-0.870605469,-0.748779297,3.030534351,-6.465648855,-1.687022901
1534395992,1.554443359,-0.868896484,-0.755126953,3.198473282,-6.427480916,-1.641221374
1534395993,1.556640625,-0.870605469,-0.759277344,3.06870229,-6.396946565,-1.58778626
1534395993,1.559326172,-0.872070313,-0.760009766,3.198473282,-6.496183206,-1.519083969
1534395993,1.562255859,-0.874267578,-0.75390625,2.992366412,-6.27480916,-1.687022901
1534395993,1.56640625,-0.873291016,-0.747802734,3.06870229,-6.519083969,-1.633587786
1534395993,1.562255859,-0.869140625,-0.756347656,3.114503817,-6.442748092,-1.419847328
1534395993,1.558837891,-0.877685547,-0.755615234,3.114503817,-6.374045802,-1.41221374
1534395993,1.56640625,-0.873291016,-0.748535156,3.015267176,-6.34351145,-1.709923664
1534395993,1.566894531,-0.873779297,-0.755371094,2.893129771,-6.511450382,-1.824427481
1534395994,,,,,,
1534395994,,,,,,
1534395994,1.566650391,-0.872558594,-0.755615234,2.938931298,-6.557251908,-1.79389313
1534395994,1.565917969,-0.871582031,-0.752441406,3.015267176,-6.496183206,-1.564885496
1534395994,,,,,,
1534395994,1.565429688,-0.874755859,-0.750976563,3.114503817,-6.312977099,-1.549618321
1534395994,,,,,,
1534395994,1.557861328,-0.875976563,-0.7578125,3.198473282,-6.320610687,-1.458015267
1534395995,1.565917969,-0.873779297,-0.74609375,3.175572519,-6.465648855,-1.687022901
1534395995,,,,,,
1534395995,,,,,,
1534395995,1.564208984,-0.868652344,-0.745605469,3.183206107,-6.358778626,-1.541984733
1534395995,1.561035156,-0.872802734,-0.758300781,2.916030534,-6.435114504,-1.389312977
1534395995,,,,,,
1534395995,1.564941406,-0.873046875,-0.754882813,2.93129771,-6.496183206,-1.694656489
1534395995,,,,,,
1534395996,1.561035156,-0.875732422,-0.749755859,3.015267176,-6.366412214,-1.786259542
1534395996,1.554931641,-0.874511719,-0.752929688,3,-6.320610687,-1.618320611
1534395996,1.5625,-0.869384766,-0.75,3.099236641,-6.770992366,-1.770992366
1534395996,1.5625,-0.878173828,-0.759277344,3.435114504,-6.381679389,-1.458015267
1534395996,1.571044922,-0.879882813,-0.751953125,2.854961832,-6.267175573,-1.870229008
1534395996,1.564697266,-0.875,-0.752441406,3.038167939,-6.320610687,-1.748091603
1534395996,1.565185547,-0.873535156,-0.759033203,3.083969466,-6.320610687,-1.786259542
1534395996,1.565673828,-0.875488281,-0.745117188,3.229007634,-6.320610687,-1.610687023
1534395998,1.562744141,-0.871337891,-0.756347656,3.122137405,-6.312977099,-1.335877863
1534395998,1.565917969,-0.877441406,-0.756103516,3.312977099,-6.351145038,-1.969465649
1534395998,1.563720703,-0.872558594,-0.752441406,3.053435115,-6.358778626,-1.610687023
1534395998,1.563720703,-0.869873047,-0.749511719,3.267175573,-6.335877863,-1.374045802
1534395998,1.561523438,-0.869873047,-0.753662109,3.244274809,-6.34351145,-1.702290076
1534395998,1.560791016,-0.869140625,-0.754638672,3.389312977,-6.366412214,-1.709923664
1534395998,1.562011719,-0.883544922,-0.755615234,3.236641221,-6.328244275,-1.58778626
1534395998,1.563964844,-0.875488281,-0.753662109,2.908396947,-6.465648855,-1.72519084
1534396000,1.5625,-0.873779297,-0.753417969,2.877862595,-6.297709924,-1.519083969
1534396000,1.562744141,-0.876708984,-0.737060547,3.030534351,-6.511450382,-1.519083969
1534396000,1.567138672,-0.874511719,-0.760009766,3.053435115,-6.389312977,-1.534351145
1534396000,1.560302734,-0.879150391,-0.755371094,3.106870229,-6.267175573,-1.435114504
1534396000,1.565429688,-0.869873047,-0.747802734,3.251908397,-6.488549618,-1.801526718
1534396000,1.562011719,-0.873291016,-0.74609375,2.86259542,-6.41221374,-1.885496183
1534396000,1.560058594,-0.873046875,-0.754882813,3.030534351,-6.732824427,-1.572519084
1534396000,1.565917969,-0.875,-0.756103516,3.290076336,-6.427480916,-1.694656489
1534396001,1.561035156,-0.864501953,-0.753662109,3.152671756,-6.389312977,-1.702290076
1534396001,1.562988281,-0.880615234,-0.760498047,2.86259542,-6.13740458,-1.732824427
1534396001,1.563720703,-0.876220703,-0.75,3.061068702,-6.404580153,-1.938931298
1534396001,1.565185547,-0.872314453,-0.753173828,2.801526718,-6.480916031,-1.503816794
1534396001,1.566894531,-0.876464844,-0.750244141,3.129770992,-6.549618321,-1.41221374
1534396001,1.567871094,-0.872558594,-0.75390625,2.961832061,-6.458015267,-1.549618321
1534396001,1.562988281,-0.869384766,-0.764648438,3.015267176,-6.496183206,-1.404580153
1534396001,1.566162109,-0.874511719,-0.748779297,3,-6.396946565,-1.465648855
1534396002,1.567626953,-0.872558594,-0.752441406,3.183206107,-6.335877863,-1.549618321
1534396002,1.568359375,-0.879882813,-0.751708984,3.229007634,-6.671755725,-1.702290076
1534396002,1.570068359,-0.878173828,-0.755126953,3.27480916,-6.389312977,-1.679389313
1534396002,1.560791016,-0.871582031,-0.751708984,3.213740458,-6.20610687,-1.488549618
1534396002,1.56640625,-0.870361328,-0.752441406,2.946564885,-6.351145038,-1.679389313
1534396002,1.564697266,-0.875488281,-0.758789063,3.152671756,-6.404580153,-1.458015267
1534396002,1.5625,-0.875732422,-0.748046875,3.099236641,-6.572519084,-1.358778626
1534396002,1.561523438,-0.879394531,-0.759277344,3.20610687,-6.374045802,-1.389312977
1534396004,1.5625,-0.869628906,-0.760253906,3.122137405,-6.374045802,-1.511450382
1534396004,1.563720703,-0.874267578,-0.758300781,3.183206107,-6.251908397,-1.557251908
1534396004,1.563476563,-0.875244141,-0.748535156,3.053435115,-6.351145038,-1.839694656
1534396004,1.555419922,-0.870849609,-0.750976563,3.27480916,-6.480916031,-1.610687023
1534396004,1.564697266,-0.870849609,-0.748535156,3.389312977,-6.190839695,-1.641221374
1534396004,1.561767578,-0.873779297,-0.749755859,3.236641221,-6.183206107,-1.526717557
1534396004,1.560546875,-0.875976563,-0.747070313,2.992366412,-6.419847328,-1.671755725
1534396004,1.565185547,-0.875,-0.759521484,2.946564885,-6.34351145,-1.34351145
1534396005,1.566650391,-0.877929688,-0.7578125,3.145038168,-6.251908397,-1.648854962
1534396005,1.561035156,-0.877685547,-0.755859375,3.259541985,-6.198473282,-1.687022901
1534396005,1.563232422,-0.874511719,-0.749755859,3.175572519,-6.320610687,-1.541984733
1534396005,1.565673828,-0.875732422,-0.750732422,2.984732824,-6.473282443,-1.86259542
1534396005,1.562744141,-0.870849609,-0.748535156,2.946564885,-6.41221374,-1.870229008
1534396005,1.564208984,-0.871337891,-0.756347656,3.083969466,-6.435114504,-1.748091603
1534396005,1.560546875,-0.876220703,-0.759277344,3.061068702,-6.580152672,-1.557251908
1534396005,1.563232422,-0.87890625,-0.755615234,3.061068702,-6.27480916,-1.755725191
1534396007,1.563964844,-0.875976563,-0.757324219,3.091603053,-6.488549618,-1.549618321
1534396007,1.558105469,-0.873535156,-0.744384766,2.969465649,-6.465648855,-1.564885496
1534396007,1.565185547,-0.875488281,-0.754150391,3.213740458,-6.335877863,-1.694656489
1534396007,1.565917969,-0.874511719,-0.762939453,3.045801527,-6.41221374,-1.572519084
1534396007,1.556396484,-0.878417969,-0.760009766,3.183206107,-6.442748092,-1.526717557
1534396007,1.5625,-0.877197266,-0.754150391,2.79389313,-6.381679389,-1.595419847
1534396007,1.563964844,-0.872558594,-0.755126953,3.007633588,-6.404580153,-1.442748092
1534396007,1.561279297,-0.875488281,-0.751220703,3.167938931,-6.458015267,-1.694656489
1534396008,1.567871094,-0.871337891,-0.755615234,3.076335878,-6.435114504,-1.435114504
1534396008,1.562011719,-0.876708984,-0.758544922,2.816793893,-6.335877863,-1.564885496
1534396008,1.560546875,-0.875732422,-0.750488281,2.954198473,-6.27480916,-1.641221374
1534396008,1.564697266,-0.870849609,-0.750488281,3.083969466,-6.511450382,-1.328244275
1534396008,1.56640625,-0.877197266,-0.752685547,2.992366412,-6.244274809,-1.740458015
1534396008,1.556884766,-0.874023438,-0.758300781,2.770992366,-6.435114504,-1.65648855
1534396008,1.561523438,-0.876464844,-0.752441406,3.091603053,-6.122137405,-1.503816794
1534396008,1.564941406,-0.875732422,-0.752441406,3.007633588,-6.328244275,-1.564885496
1534396010,1.561767578,-0.868896484,-0.755126953,3.06870229,-6.473282443,-1.778625954
1534396010,1.565185547,-0.877685547,-0.75390625,3.20610687,-6.534351145,-1.480916031
1534396010,1.563720703,-0.874267578,-0.75390625,3.152671756,-6.297709924,-1.450381679
1534396010,1.557128906,-0.873291016,-0.746582031,3.083969466,-6.458015267,-1.519083969
1534396010,1.561767578,-0.875244141,-0.753417969,2.969465649,-6.190839695,-1.786259542
1534396010,1.567382813,-0.873535156,-0.750976563,3.114503817,-6.41221374,-1.916030534
1534396010,1.568359375,-0.877441406,-0.749267578,3.099236641,-6.541984733,-1.480916031
1534396010,1.562011719,-0.873046875,-0.752441406,3.106870229,-6.381679389,-1.442748092
1534396011,1.559570313,-0.874511719,-0.749267578,3.305343511,-6.534351145,-1.519083969
1534396011,1.566650391,-0.877929688,-0.751953125,2.86259542,-6.465648855,-1.79389313
1534396011,1.56640625,-0.876464844,-0.753662109,3.053435115,-6.374045802,-1.740458015
1534396011,1.557617188,-0.876708984,-0.752685547,3.20610687,-6.20610687,-1.419847328
1534396011,1.560791016,-0.876953125,-0.750976563,3.221374046,-6.282442748,-1.618320611
1534396011,1.563476563,-0.870849609,-0.756347656,2.877862595,-6.244274809,-1.20610687
1534396011,1.562744141,-0.876708984,-0.755126953,3.251908397,-6.480916031,-1.702290076
1534396011,1.565185547,-0.867431641,-0.75,3.061068702,-6.404580153,-1.72519084
1534396013,1.568115234,-0.874755859,-0.755371094,2.984732824,-6.358778626,-1.557251908
